creator_id,id,title,timestamp,analysis
@MuslimSkeptic,cgrUbCXDVME,The Quran Fixes the Bible on Jesus Christ,1748973128,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""disgust"", ""pride"", ""sarcasm"", ""joy""], ""toxic_comment_count"": 10, ""controversy_score"": 0.85, ""key_topics"": [""religious debate"", ""criticism of religious texts"", ""prophet Muhammad"", ""Jesus Christ"", ""Quran vs Bible""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Christians"", ""Jews"", ""Paul"", ""Prophet Muhammad""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong presence of negative sentiment, primarily revolving around religious debates between Islam and Christianity. There's a notable amount of toxicity, including personal attacks and derogatory remarks towards religious figures. Sarcasm and strong emotional expressions are prevalent, indicating a heated and contentious discussion environment. The discussion spans multiple languages and includes a mix of theological critique, personal beliefs, and calls for repentance or conversion."", ""title"": ""The Quran Fixes the Bible on Jesus Christ"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,ikjwuL-P3j8,Famous Imam SLAMS Palestinian Resistance as Deviant,1748973142,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 1, ""negative"": 4}, ""dominant_emotions"": [""anger"", ""frustration"", ""skepticism""], ""toxic_comment_count"": 2, ""controversy_score"": 0.85, ""key_topics"": [""Palestinian resistance"", ""Zionism"", ""Hamas"", ""Iran support"", ""normalization with Israel""], ""frequent_bias_or_group_mentions"": [""Sh Uthman"", ""Palestine"", ""Hamas"", ""Iran"", ""Israel""], ""sarcasm_detected"": false, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, reflecting anger and frustration over the discussion of Palestinian resistance, accusations of lying, and skepticism towards the Sheikh's stance. The controversy is high, with toxic comments present, focusing on the legitimacy of resistance and external support to Gaza."", ""title"": ""Famous Imam SLAMS Palestinian Resistance as Deviant"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,oYnCyiCbLe8,@smiletojannah The Real Grooming Gang Problem,1748973158,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 17}, ""dominant_emotions"": [""anger"", ""disgust"", ""sarcasm"", ""pride""], ""toxic_comment_count"": 10, ""controversy_score"": 0.9, ""key_topics"": [""Pakistani grooming gangs"", ""Shia vs Sunni beliefs"", ""Islamic practices"", ""minor marriages in Islam""], ""frequent_bias_or_group_mentions"": [""Pakistani"", ""Shia"", ""Sunni"", ""Adnan Rashid"", ""Daniel""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and emotionally charged, with a strong focus on criticizing Pakistani grooming gangs and debating Shia vs Sunni beliefs. There's a significant amount of toxicity, with many comments expressing anger and disgust. The controversy score is high due to the sensitive nature of the topics discussed, including Islamic practices and minor marriages. Sarcasm is also present, adding to the contentious atmosphere."", ""title"": ""@smiletojannah The Real Grooming Gang Problem"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,h_fFd_L3VlU,DEBUNKED: Study Claims Majority of Muslim Youth Do Zina,1748973175,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 3, ""negative"": 12}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""concern"", ""joy""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""misinformation and statistics"", ""Islamic teachings and youth"", ""zina and morality"", ""criticism of research methods"", ""national and cultural differences""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""youth"", ""Western countries"", ""Arabs"", ""Jews""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of criticism towards misinformation and the moral conduct of Muslims, especially the youth in Western countries. There's a notable amount of sarcasm and concern regarding the adherence to Islamic teachings, alongside a few positive remarks. The discussion is emotionally charged, with a high controversy score indicating significant disagreement among commenters."", ""title"": ""DEBUNKED: Study Claims Majority of Muslim Youth Do Zina"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,LRcjBs4gbPo,Liberal Muslims Deeply Depressed about Mohammad Hijab and Daniel,1748973189,"{""overall_sentiment_distribution"": {""positive"": 3, ""neutral"": 2, ""negative"": 15}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""frustration""], ""toxic_comment_count"": 8, ""controversy_score"": 0.85, ""key_topics"": [""liberal vs conservative Islam"", ""Shia and Sunni divisions"", ""misyar marriage"", ""role of influencers in Islam"", ""criticism of progressive Islam""], ""frequent_bias_or_group_mentions"": [""Shia"", ""liberal Muslims"", ""conservative Muslims"", ""Taliban"", ""Daniel Haqiqatjou"", ""Adnan Rashid""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment and toxicity, primarily around the topics of liberal vs conservative Islam and divisions within the Muslim community. Sarcasm and emotional reactions are prevalent, indicating a heated debate. There's also a notable mention of specific figures and groups, reflecting deep-seated biases and controversies."", ""title"": ""Liberal Muslims Deeply Depressed about Mohammad Hijab and Daniel"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,Qxe0nSisYdU,EXPOSED: Israel and Trump's Plan to Defeat Palestine,1748973205,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""hope"", ""despair""], ""toxic_comment_count"": 10, ""controversy_score"": 0.85, ""key_topics"": [""Zionism"", ""Islam and Judaism"", ""Palestinian struggle"", ""political betrayal"", ""religious supremacy""], ""frequent_bias_or_group_mentions"": [""Jews"", ""Muslims"", ""Zionists"", ""Palestinians"", ""Trump""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiments, particularly anger and despair, directed towards Zionists, Jews, and political figures like Trump. There's a significant amount of toxicity, with many comments expressing religious and political extremism. The discussion revolves around the Palestinian struggle, the perceived betrayal by political leaders, and the supremacist nature of Islam and Judaism. Despite the negativity, there are expressions of hope and solidarity with Palestine."", ""title"": ""EXPOSED: Israel and Trump's Plan to Defeat Palestine"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,N7wkiXb6ung,GENIUS Shahid Bolsen Wants Muslims to Give All Their Land to Israel,1748973217,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 0, ""negative"": 1}, ""dominant_emotions"": [""anger"", ""confusion""], ""toxic_comment_count"": 0, ""controversy_score"": 0.9, ""key_topics"": [""Greater Israel"", ""Muslims' role in politics"", ""religious and political ideologies""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Bolsen"", ""Israel""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment raises a controversial and potentially divisive question regarding Muslims' involvement in the establishment of Greater Israel, reflecting underlying tensions and differing ideologies."", ""title"": ""GENIUS Shahid Bolsen Wants Muslims to Give All Their Land to Israel"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,3NeQm6-nug0,My Wife Lists Top 14 Ugly Physical Traits of Women,1748973233,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 3, ""negative"": 12}, ""dominant_emotions"": [""sarcasm"", ""anger"", ""joy""], ""toxic_comment_count"": 8, ""controversy_score"": 0.85, ""key_topics"": [""physical attractiveness"", ""gender roles"", ""religious criticism"", ""health and fitness"", ""cultural beauty standards""], ""frequent_bias_or_group_mentions"": [""feminists"", ""Muslims"", ""Daniel"", ""women"", ""men""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a mix of support and strong criticism, particularly targeting Daniel's views on physical attractiveness and gender roles. Sarcasm and anger are prevalent emotions, and there's significant discussion around religious interpretations and cultural beauty standards. The section is marked by a high controversy score due to the divisive nature of the comments."", ""title"": ""My Wife Lists Top 14 Ugly Physical Traits of Women"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,xa3WUI3DxHk,Ouch! Trump Accuses Netanyahu of Scamming America,1748973251,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 22}, ""dominant_emotions"": [""anger"", ""distrust"", ""sarcasm"", ""hope""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""Trump's relationship with Zionists"", ""US-Israel relations"", ""Netanyahu's influence"", ""AIPAC's role in US politics"", ""two-state solution"", ""Trump's unpredictability""], ""frequent_bias_or_group_mentions"": [""Zionists"", ""Netanyahu"", ""AIPAC"", ""Trump supporters"", ""Palestinians""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong negative sentiment towards Trump's perceived alliances and actions regarding Zionists and Netanyahu. There's widespread distrust and anger, with many comments accusing Trump of being controlled by Zionist interests or being inconsistent in his policies. Despite the negativity, there are a few comments expressing hope or support for Trump's potential to bring peace. The discussion is deeply entrenched in geopolitical tensions, particularly around US-Israel relations and the Israeli-Palestinian conflict."", ""title"": ""Ouch! Trump Accuses Netanyahu of Scamming America"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,GwRiUSp_GKo,Muslim Mom Abandons Babies Because Husband Wants Second Wife,1748973264,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 3, ""negative"": 10}, ""dominant_emotions"": [""anger"", ""frustration"", ""sarcasm"", ""concern""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""polygyny in Islam"", ""mental health and parenting"", ""gender roles in Islam"", ""divorce and custody""], ""frequent_bias_or_group_mentions"": [""Muslim men"", ""Muslim women"", ""Pakistan"", ""Morocco""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with strong opinions on polygyny, mental health, and gender roles within Islam. There's a significant amount of toxicity and sarcasm, with a high controversy score indicating deep divisions. The discussion also touches on legal and cultural differences between Islamic countries and the West regarding marriage and custody."", ""title"": ""Muslim Mom Abandons Babies Because Husband Wants Second Wife"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,G8gavsAYn7k,"Destroyed by Girlfriend, He Wishes He Could Live in Afghanistan",1748973281,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 3, ""negative"": 12}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""sadness""], ""toxic_comment_count"": 6, ""controversy_score"": 0.85, ""key_topics"": [""Sharia law"", ""women's rights in Afghanistan"", ""Taliban regime"", ""cultural practices"", ""media bias""], ""frequent_bias_or_group_mentions"": [""Taliban"", ""Afghanistan"", ""Pakistan"", ""women"", ""Sharia""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Pashto""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment due to discussions on Sharia law, the Taliban regime, and women's rights in Afghanistan. There's a notable amount of toxicity and sarcasm, alongside expressions of national pride and criticism of media portrayal. The controversy score is high, reflecting the divisive nature of the topics discussed."", ""title"": ""Destroyed by Girlfriend, He Wishes He Could Live in Afghanistan"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,7sTky1itvHA,Horrible Fatwa from Almaghrib Institute: When Will They Learn?,1748973296,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 7, ""negative"": 8}, ""dominant_emotions"": [""anger"", ""frustration"", ""joy"", ""sarcasm"", ""confusion""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""Islamic practices"", ""cultural assimilation"", ""New Year celebrations"", ""modesty"", ""gender roles""], ""frequent_bias_or_group_mentions"": [""women in hijab"", ""western culture"", ""Islamic scholars"", ""Saudi Arabian Muslims""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section reflects a highly polarized discussion on Islamic practices, cultural assimilation, and the permissibility of celebrating New Year within Islam. Emotions range from joy and support to anger and frustration, with a notable presence of sarcasm. The debate includes strong opinions on modesty, gender roles, and the influence of western culture on Muslims. There's a significant amount of controversy and a moderate level of toxicity, alongside a single instance of spam."", ""title"": ""Horrible Fatwa from Almaghrib Institute: When Will They Learn?"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,7U5bO_XewCE,REACTION: Crying Hijabi Princess Needs Your Help,1748973312,"{""overall_sentiment_distribution"": {""positive"": 3, ""neutral"": 5, ""negative"": 12}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""empathy"", ""frustration""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""feminism in Islam"", ""gender roles"", ""empathy and understanding"", ""backbiting and mockery"", ""struggles of Muslim women""], ""frequent_bias_or_group_mentions"": [""Muslim women"", ""feminists"", ""Daniel"", ""Muslim brothers""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong presence of negative sentiment, particularly around discussions of feminism, gender roles, and the treatment of Muslim women. There's a notable amount of toxicity and sarcasm, alongside calls for empathy and understanding. The controversy score is high, reflecting the divisive nature of the comments. Key topics include the struggles of Muslim women, the appropriateness of mockery, and the importance of empathy. The discussion also touches on the actions of specific individuals like Daniel, with varied opinions on his approach."", ""title"": ""REACTION: Crying Hijabi Princess Needs Your Help"", ""uploader_id"": ""@MuslimSkeptic""}"
